kernelversion,contributor,value,Percentage
Linux-4.10(2017-02-19),NVIDIA,84,0.64
Linux-4.10(2017-02-19),Rockchip,79,0.61
Linux-4.10(2017-02-19),Bootlin,79,0.61
Linux-4.10(2017-02-19),Socionext Inc.,77,0.59
Linux-4.10(2017-02-19),Primary Data,77,0.59
Linux-4.10(2017-02-19),STMicroelectronics,65,0.5
Linux-4.10(2017-02-19),Hovold Consulting AB,63,0.48
Linux-4.10(2017-02-19),Ericsson,53,0.41
Linux-4.10(2017-02-19),Cogent Embedded,50,0.38
Linux-4.10(2017-02-19),Analog Devices,49,0.38
Linux-4.10(2017-02-19),Cumulus Networks,48,0.37
Linux-4.10(2017-02-19),Kylin Software,46,0.35
Linux-4.10(2017-02-19),Cisco,45,0.35
Linux-4.10(2017-02-19),Linux Foundation,44,0.34
Linux-4.10(2017-02-19),Microsoft,43,0.33
Linux-4.10(2017-02-19),Collabora,41,0.31
Linux-4.10(2017-02-19),Unisys,41,0.31
Linux-4.10(2017-02-19),QUALCOMM,40,0.31
Linux-4.10(2017-02-19),Pengutronix,40,0.31
Linux-4.10(2017-02-19),Wolfson Microelectronics,40,0.31
Linux-4.10(2017-02-19),MediaTek,39,0.3
Linux-4.10(2017-02-19),Altera,34,0.26
Linux-4.10(2017-02-19),Netronome,33,0.25
Linux-4.10(2017-02-19),Parallels,31,0.24
Linux-4.10(2017-02-19),Atomide,31,0.24
Linux-4.10(2017-02-19),Motorola,28,0.21
Linux-4.10(2017-02-19),Astaro,27,0.21
Linux-4.10(2017-02-19),Realtek,25,0.19
Linux-4.10(2017-02-19),Wacom,25,0.19
Linux-4.10(2017-02-19),Imagination Technologies,23,0.18
Linux-4.10(2017-02-19),Ideas on board,23,0.18
Linux-4.10(2017-02-19),Chelsio,23,0.18
Linux-4.10(2017-02-19),AXIS,21,0.16
Linux-4.10(2017-02-19),Mentor Graphics,19,0.15
Linux-4.10(2017-02-19),Applied Micro,19,0.15
Linux-4.10(2017-02-19),Fujitsu,19,0.15
Linux-4.10(2017-02-19),DENX Software Engineering,19,0.15
Linux-4.10(2017-02-19),KFKI Research Institute,19,0.15
Linux-4.10(2017-02-19),National Instruments,18,0.14
Linux-4.10(2017-02-19),LWN,18,0.14
Linux-4.10(2017-02-19),Savoir-faire Linux,18,0.14
Linux-4.10(2017-02-19),Western Digital,18,0.14
Linux-4.10(2017-02-19),DELL,18,0.14
Linux-4.10(2017-02-19),Qtechnology,17,0.13
Linux-4.10(2017-02-19),Marvell,17,0.13
Linux-4.10(2017-02-19),CTERA Networks,17,0.13
Linux-4.10(2017-02-19),Ingics Technology,15,0.12
Linux-4.10(2017-02-19),Obsidian Research,15,0.12
Linux-4.10(2017-02-19),Solarflare Communications,14,0.11
Linux-4.10(2017-02-19),Atmel,14,0.11
Linux-4.10(2017-02-19),China Mobile,14,0.11
Linux-4.10(2017-02-19),ZTE,13,0.1
Linux-4.10(2017-02-19),SONY,13,0.1
Linux-4.10(2017-02-19),Bull SAS,12,0.09
Linux-4.10(2017-02-19),Open Grid Computing,12,0.09
Linux-4.10(2017-02-19),Cadence Design Systems,11,0.08
Linux-4.10(2017-02-19),Tencent,10,0.08
Linux-4.10(2017-02-19),Synaptics,10,0.08
Linux-4.10(2017-02-19),Cray,9,0.07
Linux-4.10(2017-02-19),VMWare,9,0.07
Linux-4.10(2017-02-19),Boundary Devices,9,0.07
Linux-4.10(2017-02-19),Citrix,9,0.07
Linux-4.10(2017-02-19),Embedded Alley Solutions,8,0.06
Linux-4.10(2017-02-19),Hewlett Packard Enterprise,8,0.06
Linux-4.10(2017-02-19),Microchip Technology Inc.,8,0.06
Linux-4.10(2017-02-19),Semihalf Embedded Systems,8,0.06
Linux-4.10(2017-02-19),"Rowland Institute, Harvard",8,0.06
Linux-4.10(2017-02-19),XILINX,8,0.06
Linux-4.10(2017-02-19),Glider bvba,8,0.06
Linux-4.10(2017-02-19),BMW,7,0.05
Linux-4.10(2017-02-19),MontaVista,7,0.05
Linux-4.10(2017-02-19),Nuvoton Technology,7,0.05
Linux-4.10(2017-02-19),XMission,7,0.05
Linux-4.10(2017-02-19),Vision Systems,6,0.05
Linux-4.10(2017-02-19),Tk Open Systems,6,0.05
Linux-4.10(2017-02-19),Tieto,5,0.04
Linux-4.10(2017-02-19),Cirrus Logic,5,0.04
Linux-4.10(2017-02-19),Consultants,5,0.04
Linux-4.10(2017-02-19),RisingTide Systems,5,0.04
Linux-4.10(2017-02-19),Dialog Semiconductor,4,0.03
Linux-4.10(2017-02-19),Fixstars Technologies,4,0.03
Linux-4.10(2017-02-19),Open-Mesh,4,0.03
Linux-4.10(2017-02-19),protonic holland,4,0.03
Linux-4.10(2017-02-19),Codethink,4,0.03
Linux-4.10(2017-02-19),NTT,4,0.03
Linux-4.10(2017-02-19),MEV Limited,4,0.03
Linux-4.10(2017-02-19),Amarula Solutions,3,0.02
Linux-4.10(2017-02-19),Golden Delicious Computers,3,0.02
Linux-4.10(2017-02-19),OMICRON electronics,3,0.02
Linux-4.10(2017-02-19),Akamai,3,0.02
Linux-4.10(2017-02-19),Debian,3,0.02
Linux-4.10(2017-02-19),US National Security Agency,3,0.02
Linux-4.10(2017-02-19),Miracle Linux,3,0.02
Linux-4.10(2017-02-19),PHYTEC,3,0.02
Linux-4.10(2017-02-19),SYS TEC electronic GmbH,3,0.02
Linux-4.10(2017-02-19),Candela Tech.,3,0.02
Linux-4.10(2017-02-19),emlix Gmbh,3,0.02
Linux-4.10(2017-02-19),Brocade,3,0.02
Linux-4.10(2017-02-19),Xyratex,2,0.02
Linux-4.10(2017-02-19),Bluecherry,2,0.02
Linux-4.10(2017-02-19),Allied Telesis,2,0.02
Linux-4.10(2017-02-19),Supelec,2,0.02
Linux-4.10(2017-02-19),Neratec Solutions AG,2,0.02
Linux-4.10(2017-02-19),NetApp,2,0.02
Linux-4.10(2017-02-19),SGI,2,0.02
Linux-4.10(2017-02-19),Saunalahti.fi,2,0.02
Linux-4.10(2017-02-19),Apple,2,0.02
Linux-4.10(2017-02-19),Extreme Engineering Solutions,2,0.02
Linux-4.10(2017-02-19),Nokia,2,0.02
Linux-4.10(2017-02-19),OSADL,2,0.02
Linux-4.10(2017-02-19),NEC,2,0.02
Linux-4.10(2017-02-19),Paratronic,2,0.02
Linux-4.10(2017-02-19),Amazon,2,0.02
Linux-4.10(2017-02-19),Timesys,1,0.01
Linux-4.10(2017-02-19),Overkiz,1,0.01
Linux-4.10(2017-02-19),VA LINUX,1,0.01
Linux-4.10(2017-02-19),"Hitachi Solutions, Ltd.",1,0.01
Linux-4.10(2017-02-19),MEN Mikro Elektronik GmbH,1,0.01
Linux-4.10(2017-02-19),Zilogic,1,0.01
Linux-4.10(2017-02-19),Teleca,1,0.01
Linux-4.10(2017-02-19),SYSGO,1,0.01
Linux-4.10(2017-02-19),Cypress Semiconductor,1,0.01
Linux-4.10(2017-02-19),General Electric,1,0.01
Linux-4.10(2017-02-19),secunet Security Networks AG,1,0.01
Linux-4.10(2017-02-19),South Pole AB,1,0.01
Linux-4.10(2017-02-19),6WIND,1,0.01
Linux-4.10(2017-02-19),Hansen Partnership,1,0.01
Linux-4.10(2017-02-19),ARMadeus Systems,1,0.01
Linux-4.10(2017-02-19),Volkswagen,1,0.01
Linux-4.10(2017-02-19),ALT Linux,1,0.01
Linux-4.9(2016-12-11),Unknown,2909,17.94
Linux-4.9(2016-12-11),Intel,1888,11.64
Linux-4.9(2016-12-11),Linaro,1830,11.29
Linux-4.9(2016-12-11),Red Hat,942,5.81
Linux-4.9(2016-12-11),Hovold Consulting AB,599,3.69
Linux-4.9(2016-12-11),Samsung,536,3.31
Linux-4.9(2016-12-11),Google,533,3.29
Linux-4.9(2016-12-11),Hobbyists,510,3.15
Linux-4.9(2016-12-11),Novell,505,3.11
Linux-4.9(2016-12-11),AMD,477,2.94
Linux-4.9(2016-12-11),Renesas Electronics,345,2.13
Linux-4.9(2016-12-11),IBM,315,1.94
Linux-4.9(2016-12-11),Huawei,285,1.76
Linux-4.9(2016-12-11),Mellanox Technologies,237,1.46
Linux-4.9(2016-12-11),ARM,228,1.41
Linux-4.9(2016-12-11),Oracle,218,1.34
Linux-4.9(2016-12-11),Consultants,180,1.11
Linux-4.9(2016-12-11),Texas Instruments,170,1.05
Linux-4.9(2016-12-11),Baylibre,146,0.9
Linux-4.9(2016-12-11),Canonical,136,0.84
Linux-4.9(2016-12-11),Imagination Technologies,133,0.82
Linux-4.9(2016-12-11),NXP,128,0.79
Linux-4.9(2016-12-11),Academics,121,0.75
Linux-4.9(2016-12-11),Rockchip,119,0.73
Linux-4.9(2016-12-11),Broadcom,107,0.66
Linux-4.9(2016-12-11),STMicroelectronics,98,0.6
Linux-4.9(2016-12-11),Cavium,93,0.57
Linux-4.9(2016-12-11),Linutronix,93,0.57
Linux-4.9(2016-12-11),Unisys,92,0.57
Linux-4.9(2016-12-11),Pengutronix,91,0.56
Linux-4.9(2016-12-11),Bootlin,84,0.52
Linux-4.9(2016-12-11),Cogent Embedded,83,0.51
Linux-4.9(2016-12-11),NVIDIA,74,0.46
Linux-4.9(2016-12-11),Facebook,72,0.44
Linux-4.9(2016-12-11),Synopsys,68,0.42
Linux-4.9(2016-12-11),MediaTek,64,0.39
Linux-4.9(2016-12-11),Code Aurora Forum,64,0.39
Linux-4.9(2016-12-11),Microchip Technology Inc.,63,0.39
Linux-4.9(2016-12-11),Ericsson,63,0.39
Linux-4.9(2016-12-11),Socionext Inc.,59,0.36
Linux-4.9(2016-12-11),Linux Foundation,57,0.35
Linux-4.9(2016-12-11),Microsoft,55,0.34
Linux-4.9(2016-12-11),Astaro,47,0.29
Linux-4.9(2016-12-11),Primary Data,43,0.27
Linux-4.9(2016-12-11),QUALCOMM,42,0.26
Linux-4.9(2016-12-11),Atomide,39,0.24
Linux-4.9(2016-12-11),Collabora,39,0.24
Linux-4.9(2016-12-11),Cumulus Networks,38,0.23
Linux-4.9(2016-12-11),Chelsio,38,0.23
Linux-4.9(2016-12-11),Applied Micro,35,0.22
Linux-4.9(2016-12-11),Savoir-faire Linux,34,0.21
Linux-4.9(2016-12-11),Semihalf Embedded Systems,32,0.2
Linux-4.9(2016-12-11),Cisco,32,0.2
Linux-4.9(2016-12-11),Nokia,31,0.19
Linux-4.9(2016-12-11),Animal Creek Technologies,29,0.18
Linux-4.9(2016-12-11),XMission,29,0.18
Linux-4.9(2016-12-11),XILINX,29,0.18
Linux-4.9(2016-12-11),Ideas on board,28,0.17
Linux-4.9(2016-12-11),Cadence Design Systems,27,0.17
Linux-4.9(2016-12-11),Wolfson Microelectronics,26,0.16
Linux-4.9(2016-12-11),Altera,25,0.15
Linux-4.9(2016-12-11),Marvell,25,0.15
Linux-4.9(2016-12-11),Synaptics,24,0.15
Linux-4.9(2016-12-11),Ingics Technology,22,0.14
Linux-4.9(2016-12-11),Mentor Graphics,22,0.14
Linux-4.9(2016-12-11),Netronome,22,0.14
Linux-4.9(2016-12-11),QLogic,21,0.13
Linux-4.9(2016-12-11),Glider bvba,20,0.12
Linux-4.9(2016-12-11),LWN,20,0.12
Linux-4.9(2016-12-11),Motorola,20,0.12
Linux-4.9(2016-12-11),DENX Software Engineering,19,0.12
Linux-4.9(2016-12-11),Fujitsu,19,0.12
Linux-4.9(2016-12-11),Atmel,17,0.1
Linux-4.9(2016-12-11),Citrix,16,0.1
Linux-4.9(2016-12-11),Parallels,16,0.1
Linux-4.9(2016-12-11),NetApp,16,0.1
Linux-4.9(2016-12-11),SGI,15,0.09
Linux-4.9(2016-12-11),AXIS,14,0.09
Linux-4.9(2016-12-11),Embedded Alley Solutions,13,0.08
Linux-4.9(2016-12-11),Solarflare Communications,13,0.08
Linux-4.9(2016-12-11),Dialog Semiconductor,12,0.07
Linux-4.9(2016-12-11),BMW,11,0.07
Linux-4.9(2016-12-11),Analog Devices,11,0.07
Linux-4.9(2016-12-11),Qtechnology,10,0.06
Linux-4.9(2016-12-11),National Instruments,10,0.06
Linux-4.9(2016-12-11),Tencent,10,0.06
Linux-4.9(2016-12-11),Xyratex,10,0.06
Linux-4.9(2016-12-11),Hewlett Packard Enterprise,9,0.06
Linux-4.9(2016-12-11),Golden Delicious Computers,9,0.06
Linux-4.9(2016-12-11),Cray,9,0.06
Linux-4.9(2016-12-11),LG Electonics,9,0.06
Linux-4.9(2016-12-11),Kylin Software,9,0.06
Linux-4.9(2016-12-11),OSADL,8,0.05
Linux-4.9(2016-12-11),PHYTEC,8,0.05
Linux-4.9(2016-12-11),VMWare,8,0.05
Linux-4.9(2016-12-11),Trend Micro,7,0.04
Linux-4.9(2016-12-11),Tk Open Systems,6,0.04
Linux-4.9(2016-12-11),Allied Telesis,6,0.04
Linux-4.9(2016-12-11),Akamai,6,0.04
Linux-4.9(2016-12-11),Open Grid Computing,6,0.04
Linux-4.9(2016-12-11),NTT,6,0.04
Linux-4.9(2016-12-11),Wacom,5,0.03
Linux-4.9(2016-12-11),Tieto,5,0.03
Linux-4.9(2016-12-11),China Mobile,5,0.03
Linux-4.9(2016-12-11),Realtek,5,0.03
Linux-4.9(2016-12-11),ACM,5,0.03
Linux-4.9(2016-12-11),6WIND,5,0.03
Linux-4.9(2016-12-11),KARO,4,0.02
Linux-4.9(2016-12-11),Debian,4,0.02
Linux-4.9(2016-12-11),SONY,4,0.02
Linux-4.9(2016-12-11),Bluecherry,4,0.02
Linux-4.9(2016-12-11),MEN Mikro Elektronik GmbH,4,0.02
Linux-4.9(2016-12-11),General Electric,4,0.02
Linux-4.9(2016-12-11),Candela Tech.,4,0.02
Linux-4.9(2016-12-11),ZTE,4,0.02
Linux-4.9(2016-12-11),NetUP Inc.,4,0.02
Linux-4.9(2016-12-11),Freescale,4,0.02
Linux-4.9(2016-12-11),MEV Limited,3,0.02
Linux-4.9(2016-12-11),Nuvoton Technology,3,0.02
Linux-4.9(2016-12-11),PARROT S.A.,3,0.02
Linux-4.9(2016-12-11),Loongson,3,0.02
Linux-4.9(2016-12-11),Obsidian Research,3,0.02
Linux-4.9(2016-12-11),Bosch,3,0.02
Linux-4.9(2016-12-11),RisingTide Systems,3,0.02
Linux-4.9(2016-12-11),Tuxera,2,0.01
Linux-4.9(2016-12-11),Codethink,2,0.01
Linux-4.9(2016-12-11),RiverBed,2,0.01
Linux-4.9(2016-12-11),Zoho,2,0.01
Linux-4.9(2016-12-11),secunet Security Networks AG,2,0.01
Linux-4.9(2016-12-11),VanguardiaSur,2,0.01
Linux-4.9(2016-12-11),"Rowland Institute, Harvard",2,0.01
Linux-4.9(2016-12-11),emlix Gmbh,2,0.01
Linux-4.9(2016-12-11),Plumgrid,2,0.01
Linux-4.9(2016-12-11),Paratronic,2,0.01
Linux-4.9(2016-12-11),Ravello Systems,2,0.01
Linux-4.9(2016-12-11),Hitachi,2,0.01
Linux-4.9(2016-12-11),Neratec Solutions AG,2,0.01
Linux-4.9(2016-12-11),Volkswagen,2,0.01
Linux-4.9(2016-12-11),PEAK-System,2,0.01
Linux-4.9(2016-12-11),Emulex,1,0.01
Linux-4.9(2016-12-11),Bull SAS,1,0.01
Linux-4.9(2016-12-11),Teleca,1,0.01
Linux-4.9(2016-12-11),Intra2net AG,1,0.01
Linux-4.9(2016-12-11),Timesys,1,0.01
Linux-4.9(2016-12-11),EMC,1,0.01
Linux-4.9(2016-12-11),Extreme Engineering Solutions,1,0.01
Linux-4.9(2016-12-11),Fixstars Technologies,1,0.01
Linux-4.9(2016-12-11),Amarula Solutions,1,0.01
Linux-4.9(2016-12-11),Substantiel,1,0.01
Linux-4.9(2016-12-11),DDN Storage,1,0.01
Linux-4.9(2016-12-11),Siemens,1,0.01
Linux-4.9(2016-12-11),BalaBit,1,0.01
Linux-4.9(2016-12-11),Supelec,1,0.01
Linux-4.9(2016-12-11),Eck­el­mann,1,0.01
Linux-4.9(2016-12-11),Apple,1,0.01
Linux-4.9(2016-12-11),IDT,1,0.01
Linux-4.9(2016-12-11),Open-Mesh,1,0.01
Linux-4.9(2016-12-11),EZchip Technologies,1,0.01
Linux-4.9(2016-12-11),CTERA Networks,1,0.01
Linux-4.9(2016-12-11),Areca,1,0.01
Linux-4.9(2016-12-11),TekSavvy Solutions Inc.,1,0.01
Linux-4.9(2016-12-11),Stratus Technologies,1,0.01
Linux-4.9(2016-12-11),Gaisler Research,1,0.01
Linux-4.9(2016-12-11),NEC,1,0.01
Linux-4.8(2016-10-02),Unknown,2102,15.71
Linux-4.8(2016-10-02),Intel,1910,14.27
Linux-4.8(2016-10-02),Red Hat,1140,8.52
Linux-4.8(2016-10-02),IBM,644,4.81
Linux-4.8(2016-10-02),Linaro,618,4.62
Linux-4.8(2016-10-02),Samsung,606,4.53
Linux-4.8(2016-10-02),Hobbyists,488,3.65
Linux-4.8(2016-10-02),Novell,299,2.23
Linux-4.8(2016-10-02),Google,288,2.15
Linux-4.8(2016-10-02),Oracle,284,2.12
Linux-4.8(2016-10-02),AMD,281,2.1
Linux-4.8(2016-10-02),Renesas Electronics,272,2.03
Linux-4.8(2016-10-02),Texas Instruments,262,1.96
Linux-4.8(2016-10-02),Mellanox Technologies,243,1.82
Linux-4.8(2016-10-02),ARM,209,1.56
Linux-4.8(2016-10-02),Huawei,198,1.48
Linux-4.8(2016-10-02),NVIDIA,158,1.18
Linux-4.8(2016-10-02),Broadcom,156,1.17
Linux-4.8(2016-10-02),Imagination Technologies,156,1.17
Linux-4.8(2016-10-02),NXP,155,1.16
Linux-4.8(2016-10-02),Bootlin,127,0.95
Linux-4.8(2016-10-02),Linutronix,124,0.93
Linux-4.8(2016-10-02),Canonical,122,0.91
Linux-4.8(2016-10-02),Cisco,102,0.76
Linux-4.8(2016-10-02),Collabora,101,0.75
Linux-4.8(2016-10-02),Code Aurora Forum,100,0.75
Linux-4.8(2016-10-02),Primary Data,100,0.75
Linux-4.8(2016-10-02),Rockchip,91,0.68
Linux-4.8(2016-10-02),Trend Micro,83,0.62
Linux-4.8(2016-10-02),Codethink,81,0.61
Linux-4.8(2016-10-02),MediaTek,69,0.52
Linux-4.8(2016-10-02),Socionext Inc.,68,0.51
Linux-4.8(2016-10-02),Facebook,67,0.5
Linux-4.8(2016-10-02),Pengutronix,65,0.49
Linux-4.8(2016-10-02),QLogic,64,0.48
Linux-4.8(2016-10-02),Baylibre,63,0.47
Linux-4.8(2016-10-02),Synopsys,58,0.43
Linux-4.8(2016-10-02),Ericsson,57,0.43
Linux-4.8(2016-10-02),Motorola,56,0.42
Linux-4.8(2016-10-02),Cavium,52,0.39
Linux-4.8(2016-10-02),QUALCOMM,45,0.34
Linux-4.8(2016-10-02),Academics,39,0.29
Linux-4.8(2016-10-02),Savoir-faire Linux,38,0.28
Linux-4.8(2016-10-02),Consultants,38,0.28
Linux-4.8(2016-10-02),MEV Limited,38,0.28
Linux-4.8(2016-10-02),Cumulus Networks,37,0.28
Linux-4.8(2016-10-02),Glider bvba,32,0.24
Linux-4.8(2016-10-02),LinBit,29,0.22
Linux-4.8(2016-10-02),Linux Foundation,28,0.21
Linux-4.8(2016-10-02),Realtek,26,0.19
Linux-4.8(2016-10-02),Cogent Embedded,26,0.19
Linux-4.8(2016-10-02),Altera,25,0.19
Linux-4.8(2016-10-02),Chelsio,25,0.19
Linux-4.8(2016-10-02),XMission,24,0.18
Linux-4.8(2016-10-02),Wolfson Microelectronics,22,0.16
Linux-4.8(2016-10-02),Fujitsu,22,0.16
Linux-4.8(2016-10-02),Hewlett Packard Enterprise,20,0.15
Linux-4.8(2016-10-02),Astaro,20,0.15
Linux-4.8(2016-10-02),Marvell,20,0.15
Linux-4.8(2016-10-02),Ingics Technology,19,0.14
Linux-4.8(2016-10-02),STMicroelectronics,18,0.13
Linux-4.8(2016-10-02),XILINX,18,0.13
Linux-4.8(2016-10-02),NetUP Inc.,18,0.13
Linux-4.8(2016-10-02),Applied Micro,18,0.13
Linux-4.8(2016-10-02),Unisys,17,0.13
Linux-4.8(2016-10-02),PARROT S.A.,16,0.12
Linux-4.8(2016-10-02),Plumgrid,16,0.12
Linux-4.8(2016-10-02),IDT,16,0.12
Linux-4.8(2016-10-02),Atmel,15,0.11
Linux-4.8(2016-10-02),Netronome,15,0.11
Linux-4.8(2016-10-02),Tencent,15,0.11
Linux-4.8(2016-10-02),Nuvoton Technology,14,0.1
Linux-4.8(2016-10-02),Analog Devices,14,0.1
Linux-4.8(2016-10-02),Synaptics,13,0.1
Linux-4.8(2016-10-02),NTT,13,0.1
Linux-4.8(2016-10-02),Embedded Alley Solutions,12,0.09
Linux-4.8(2016-10-02),Hitachi,12,0.09
Linux-4.8(2016-10-02),LG Electonics,12,0.09
Linux-4.8(2016-10-02),Ideas on board,11,0.08
Linux-4.8(2016-10-02),VMWare,11,0.08
Linux-4.8(2016-10-02),Open Grid Computing,11,0.08
Linux-4.8(2016-10-02),Open-Mesh,10,0.07
Linux-4.8(2016-10-02),Golden Delicious Computers,9,0.07
Linux-4.8(2016-10-02),ACM,9,0.07
Linux-4.8(2016-10-02),Atomide,9,0.07
Linux-4.8(2016-10-02),Obsidian Research,9,0.07
Linux-4.8(2016-10-02),Dialog Semiconductor,9,0.07
Linux-4.8(2016-10-02),Tieto,8,0.06
Linux-4.8(2016-10-02),LWN,8,0.06
Linux-4.8(2016-10-02),Freescale,8,0.06
Linux-4.8(2016-10-02),Kylin Software,8,0.06
Linux-4.8(2016-10-02),SGI,8,0.06
Linux-4.8(2016-10-02),Nokia,8,0.06
Linux-4.8(2016-10-02),Teleca,8,0.06
Linux-4.8(2016-10-02),Semihalf Embedded Systems,7,0.05
Linux-4.8(2016-10-02),Akamai,7,0.05
Linux-4.8(2016-10-02),Loongson,7,0.05
Linux-4.8(2016-10-02),VanguardiaSur,7,0.05
Linux-4.8(2016-10-02),"Rowland Institute, Harvard",7,0.05
Linux-4.8(2016-10-02),Emutex Ltd,6,0.04
Linux-4.8(2016-10-02),AXIS,6,0.04
Linux-4.8(2016-10-02),Solarflare Communications,6,0.04
Linux-4.8(2016-10-02),SONY,6,0.04
Linux-4.8(2016-10-02),Parallels,6,0.04
Linux-4.8(2016-10-02),PHYTEC,6,0.04
Linux-4.8(2016-10-02),BMW,6,0.04
Linux-4.8(2016-10-02),DENX Software Engineering,5,0.04
Linux-4.8(2016-10-02),Candela Tech.,5,0.04
Linux-4.8(2016-10-02),China Mobile,5,0.04
Linux-4.8(2016-10-02),Microsoft,5,0.04
Linux-4.8(2016-10-02),Brocade,5,0.04
Linux-4.8(2016-10-02),Volkswagen,5,0.04
Linux-4.8(2016-10-02),EMC,4,0.03
Linux-4.8(2016-10-02),Zilogic,4,0.03
Linux-4.8(2016-10-02),Debian,4,0.03
Linux-4.8(2016-10-02),General Electric,4,0.03
Linux-4.8(2016-10-02),Vision Systems,4,0.03
Linux-4.8(2016-10-02),Qtechnology,4,0.03
Linux-4.8(2016-10-02),RisingTide Systems,4,0.03
Linux-4.8(2016-10-02),OSADL,4,0.03
Linux-4.8(2016-10-02),National Instruments,4,0.03
Linux-4.8(2016-10-02),Hansen Partnership,3,0.02
Linux-4.8(2016-10-02),Emulex,3,0.02
Linux-4.8(2016-10-02),OPTEYA,3,0.02
Linux-4.8(2016-10-02),Tk Open Systems,3,0.02
Linux-4.8(2016-10-02),OpenWrt,3,0.02
Linux-4.8(2016-10-02),Apple,3,0.02
Linux-4.8(2016-10-02),Stratus Technologies,3,0.02
Linux-4.8(2016-10-02),Citrix,3,0.02
Linux-4.8(2016-10-02),Hovold Consulting AB,3,0.02
Linux-4.8(2016-10-02),6WIND,3,0.02
Linux-4.8(2016-10-02),Bosch,2,0.01
Linux-4.8(2016-10-02),Cray,2,0.01
Linux-4.8(2016-10-02),SIMTEC,2,0.01
Linux-4.8(2016-10-02),Microchip Technology Inc.,2,0.01
Linux-4.8(2016-10-02),Cirrus Logic,2,0.01
Linux-4.8(2016-10-02),RiverBed,2,0.01
Linux-4.8(2016-10-02),bct electronic,2,0.01
Linux-4.8(2016-10-02),Siemens,2,0.01
Linux-4.8(2016-10-02),KARO,2,0.01
Linux-4.8(2016-10-02),Wacom,2,0.01
Linux-4.8(2016-10-02),NEC,2,0.01
Linux-4.8(2016-10-02),Neratec Solutions AG,2,0.01
Linux-4.8(2016-10-02),Allied Telesis,2,0.01
Linux-4.8(2016-10-02),I.T.Dev,1,0.01
Linux-4.8(2016-10-02),US National Security Agency,1,0.01
Linux-4.8(2016-10-02),open wide,1,0.01
Linux-4.8(2016-10-02),Extreme Engineering Solutions,1,0.01
Linux-4.8(2016-10-02),CompuLab,1,0.01
Linux-4.8(2016-10-02),Boundary Devices,1,0.01
Linux-4.8(2016-10-02),AMA Capital,1,0.01
Linux-4.8(2016-10-02),Einfochips,1,0.01
Linux-4.8(2016-10-02),Kontron Embedded Modules,1,0.01
Linux-4.8(2016-10-02),Lenovo,1,0.01
Linux-4.8(2016-10-02),DDN Storage,1,0.01
Linux-4.8(2016-10-02),KEYMILE,1,0.01
Linux-4.8(2016-10-02),Bluecherry,1,0.01
Linux-4.8(2016-10-02),Mentor Graphics,1,0.01
Linux-4.8(2016-10-02),Digi International,1,0.01
Linux-4.8(2016-10-02),NetApp,1,0.01
Linux-4.8(2016-10-02),Substantiel,1,0.01
Linux-4.8(2016-10-02),Parkeon,1,0.01
Linux-4.8(2016-10-02),DELL,1,0.01
Linux-4.8(2016-10-02),EmCraft Systems,1,0.01
Linux-4.7(2016-07-24),Unknown,2205,17.95
Linux-4.7(2016-07-24),Intel,1763,14.35
Linux-4.7(2016-07-24),Red Hat,967,7.87
Linux-4.7(2016-07-24),Linaro,576,4.69
Linux-4.7(2016-07-24),Hobbyists,511,4.16
Linux-4.7(2016-07-24),Novell,438,3.57
Linux-4.7(2016-07-24),IBM,357,2.91
Linux-4.7(2016-07-24),AMD,299,2.43
Linux-4.7(2016-07-24),Renesas Electronics,293,2.39
Linux-4.7(2016-07-24),Samsung,276,2.25
Linux-4.7(2016-07-24),Google,234,1.91
Linux-4.7(2016-07-24),NVIDIA,228,1.86
Linux-4.7(2016-07-24),Mellanox Technologies,227,1.85
Linux-4.7(2016-07-24),Oracle,223,1.82
Linux-4.7(2016-07-24),ARM,217,1.77
Linux-4.7(2016-07-24),Bootlin,191,1.55
Linux-4.7(2016-07-24),Texas Instruments,185,1.51
Linux-4.7(2016-07-24),Imagination Technologies,181,1.47
Linux-4.7(2016-07-24),Huawei,133,1.08
Linux-4.7(2016-07-24),Code Aurora Forum,109,0.89
Linux-4.7(2016-07-24),Rockchip,94,0.77
Linux-4.7(2016-07-24),QUALCOMM,93,0.76
Linux-4.7(2016-07-24),NXP,85,0.69
Linux-4.7(2016-07-24),Broadcom,83,0.68
Linux-4.7(2016-07-24),Facebook,74,0.6
Linux-4.7(2016-07-24),Canonical,70,0.57
Linux-4.7(2016-07-24),Academics,67,0.55
Linux-4.7(2016-07-24),Astaro,66,0.54
Linux-4.7(2016-07-24),QLogic,62,0.5
Linux-4.7(2016-07-24),Atmel,59,0.48
Linux-4.7(2016-07-24),Pengutronix,59,0.48
Linux-4.7(2016-07-24),Chelsio,56,0.46
Linux-4.7(2016-07-24),Ericsson,55,0.45
Linux-4.7(2016-07-24),Unisys,54,0.44
Linux-4.7(2016-07-24),Synopsys,48,0.39
Linux-4.7(2016-07-24),Savoir-faire Linux,46,0.37
Linux-4.7(2016-07-24),Motorola,46,0.37
Linux-4.7(2016-07-24),Linutronix,43,0.35
Linux-4.7(2016-07-24),Cavium,42,0.34
Linux-4.7(2016-07-24),6WIND,40,0.33
Linux-4.7(2016-07-24),Cisco,38,0.31
Linux-4.7(2016-07-24),Collabora,36,0.29
Linux-4.7(2016-07-24),Socionext Inc.,35,0.28
Linux-4.7(2016-07-24),Consultants,33,0.27
